Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
NORWOOD GRAND,"2,694,000","1,313.21","2,051",Mar-26,CHAMPIONS WAY,New Sale,Strata,122,"22,082",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,01 to 05
ROSEWOOD,"2,420,000","2,744.82",882,Mar-26,ROSEWOOD DRIVE,Resale,Strata,255,"9,490",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,16 to 20
CASABLANCA,"1,288,888","1,119.46","1,151",Mar-26,ROSEWOOD DRIVE,Resale,Strata,104,"12,393",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,11 to 15
NORWOOD GRAND,"2,760,000","1,313.21","2,102",Mar-26,CHAMPIONS WAY,New Sale,Strata,122,"22,623",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
CASABLANCA,"1,280,000","1,119.46","1,143",Mar-26,ROSEWOOD DRIVE,Resale,Strata,104,"12,308",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,11 to 15
PARC ROSEWOOD,"668,000",505.91,"1,320",Mar-26,ROSEWOOD DRIVE,Resale,Strata,47,"14,213",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"655,000",505.91,"1,295",Mar-26,ROSEWOOD DRIVE,Resale,Strata,47,"13,936",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
WOODGROVE CONDOMINIUM,"1,180,000","1,184.04",997,Feb-26,WOODGROVE DRIVE,Resale,Strata,110,"10,727",-,Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
WOODHAVEN,"1,650,000","1,173.28","1,406",Feb-26,WOODGROVE AVENUE,Resale,Strata,109,"15,138",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"640,000",430.56,"1,486",Feb-26,ROSEWOOD DRIVE,Resale,Strata,40,"16,000",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"1,608,888","1,851.41",869,Feb-26,ROSEWOOD DRIVE,Resale,Strata,172,"9,354",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
CASABLANCA,"1,280,000","1,108.69","1,155",Feb-26,ROSEWOOD DRIVE,Resale,Strata,103,"12,427",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,11 to 15
WOODGROVE CONDOMINIUM,"2,138,000","2,034.4","1,051",Feb-26,WOODGROVE DRIVE,Resale,Strata,189,"11,312",-,Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,786,000","1,313.21","2,122",Feb-26,CHAMPIONS WAY,New Sale,Strata,122,"22,836",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,11 to 15
WOODHAVEN,"1,100,000",850.36,"1,294",Feb-26,WOODGROVE AVENUE,Resale,Strata,79,"13,924",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"650,000",430.56,"1,510",Feb-26,ROSEWOOD DRIVE,Resale,Strata,40,"16,250",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROSEWOOD SUITES,"1,220,000","1,162.51","1,049",Jan-26,ROSEWOOD DRIVE,Resale,Strata,108,"11,296",-,Condominium,1,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05
WOODHAVEN,"850,000",645.84,"1,316",Jan-26,WOODGROVE AVENUE,Resale,Strata,60,"14,167",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
WOODGROVE CONDOMINIUM,"1,208,888","1,205.57","1,003",Jan-26,WOODGROVE DRIVE,Resale,Strata,112,"10,794",-,Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"1,920,000","2,249.68",853,Jan-26,ROSEWOOD DRIVE,Resale,Strata,209,"9,187",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
CASABLANCA,"1,378,000","1,184.04","1,164",Jan-26,ROSEWOOD DRIVE,Resale,Strata,110,"12,527",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,11 to 15
THE WOODGROVE,"825,000",871.88,946,Dec-25,WOODGROVE DRIVE,Resale,Strata,81,"10,185",-,Apartment,1,99 yrs lease commencing from 1996,25,Outside Central Region,06 to 10
PARC ROSEWOOD,"1,180,000","1,334.74",884,Dec-25,ROSEWOOD DRIVE,Resale,Strata,124,"9,516",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
WOODGROVE CONDOMINIUM,"1,585,000","1,517.72","1,044",Dec-25,WOODGROVE DRIVE,Resale,Strata,141,"11,241",-,Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"838,000",602.78,"1,390",Dec-25,ROSEWOOD DRIVE,Resale,Strata,56,"14,964",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
WOODHAVEN,"1,550,000","1,173.28","1,321",Dec-25,WOODGROVE AVENUE,Resale,Strata,109,"14,220",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"865,000",602.78,"1,435",Nov-25,ROSEWOOD DRIVE,Resale,Strata,56,"15,446",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"820,000",581.26,"1,411",Nov-25,ROSEWOOD DRIVE,Resale,Strata,54,"15,185",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROSEWOOD,"1,350,000","1,173.28","1,151",Nov-25,ROSEWOOD DRIVE,Resale,Strata,109,"12,385",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"690,000",516.67,"1,335",Nov-25,ROSEWOOD DRIVE,Resale,Strata,48,"14,375",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,681,000","1,313.21","2,042",Nov-25,CHAMPIONS WAY,New Sale,Strata,122,"21,975",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,01 to 05
WOODHAVEN,"808,888",592.02,"1,366",Nov-25,WOODGROVE AVENUE,Resale,Strata,55,"14,707",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,773,000","1,313.21","2,112",Nov-25,CHAMPIONS WAY,New Sale,Strata,122,"22,730",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
NORWOOD GRAND,"2,725,000","1,334.74","2,042",Nov-25,CHAMPIONS WAY,New Sale,Strata,124,"21,976",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
ROSEWOOD,"1,278,000","1,173.28","1,089",Oct-25,ROSEWOOD DRIVE,Resale,Strata,109,"11,725",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,06 to 10
PARC ROSEWOOD,"680,000",430.56,"1,579",Oct-25,ROSEWOOD DRIVE,Resale,Strata,40,"17,000",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROSEWOOD SUITES,"1,586,000","1,539.25","1,030",Oct-25,ROSEWOOD DRIVE,Resale,Strata,143,"11,091",-,Condominium,1,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"893,000",742.72,"1,202",Oct-25,ROSEWOOD DRIVE,Resale,Strata,69,"12,942",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROSEWOOD,"1,060,000","1,011.82","1,048",Oct-25,ROSEWOOD DRIVE,Resale,Strata,94,"11,277",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,11 to 15
PARC ROSEWOOD,"665,000",505.91,"1,314",Oct-25,ROSEWOOD DRIVE,Resale,Strata,47,"14,149",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"685,000",430.56,"1,591",Oct-25,ROSEWOOD DRIVE,Resale,Strata,40,"17,125",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"650,000",430.56,"1,510",Oct-25,ROSEWOOD DRIVE,Resale,Strata,40,"16,250",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"1,130,000","1,259.39",897,Oct-25,ROSEWOOD DRIVE,Resale,Strata,117,"9,658",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
CASABLANCA,"1,276,888","1,184.04","1,078",Oct-25,ROSEWOOD DRIVE,Resale,Strata,110,"11,608",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,06 to 10
PARC ROSEWOOD,"930,000",753.48,"1,234",Oct-25,ROSEWOOD DRIVE,Resale,Strata,70,"13,286",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
THE WOODGROVE,"900,000",893.41,"1,007",Oct-25,WOODGROVE DRIVE,Resale,Strata,83,"10,843",-,Apartment,1,99 yrs lease commencing from 1996,25,Outside Central Region,06 to 10
NORWOOD GRAND,"2,707,000","1,313.21","2,061",Oct-25,CHAMPIONS WAY,New Sale,Strata,122,"22,189",-,Apartment,1,99 years leasehold,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,773,000","1,313.21","2,112",Oct-25,CHAMPIONS WAY,New Sale,Strata,122,"22,730",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
CASABLANCA,"1,040,000",936.47,"1,111",Oct-25,ROSEWOOD DRIVE,Resale,Strata,87,"11,954",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,16 to 20
ROSEWOOD,"1,568,888","1,625.36",965,Oct-25,ROSEWOOD DRIVE,Resale,Strata,151,"10,390",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,01 to 05
CASABLANCA,"1,280,000","1,194.8","1,071",Oct-25,ROSEWOOD DRIVE,Resale,Strata,111,"11,532",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"900,000",742.72,"1,212",Oct-25,ROSEWOOD DRIVE,Resale,Strata,69,"13,043",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"1,070,000",968.76,"1,105",Sep-25,ROSEWOOD DRIVE,Resale,Strata,90,"11,889",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROSEWOOD,"1,270,000","1,173.28","1,082",Sep-25,ROSEWOOD DRIVE,Resale,Strata,109,"11,651",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,06 to 10
WOODHAVEN,"988,000",731.95,"1,350",Sep-25,WOODGROVE AVENUE,Resale,Strata,68,"14,529",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROSEWOOD SUITES,"1,070,000",990.29,"1,080",Sep-25,ROSEWOOD DRIVE,Resale,Strata,92,"11,630",-,Condominium,1,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"670,000",505.91,"1,324",Sep-25,ROSEWOOD DRIVE,Resale,Strata,47,"14,255",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
WOODGROVE CONDOMINIUM,"1,161,000","1,184.04",981,Sep-25,WOODGROVE DRIVE,Resale,Strata,110,"10,555",-,Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
THE WOODGROVE,"860,000",828.83,"1,038",Sep-25,WOODGROVE DRIVE,Resale,Strata,77,"11,169",-,Apartment,1,99 yrs lease commencing from 1996,25,Outside Central Region,06 to 10
CASABLANCA,"1,331,000","1,194.8","1,114",Sep-25,ROSEWOOD DRIVE,Resale,Strata,111,"11,991",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,01 to 05
CASABLANCA,"1,241,000","1,119.46","1,109",Sep-25,ROSEWOOD DRIVE,Resale,Strata,104,"11,933",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,11 to 15
CASABLANCA,"1,303,000","1,184.04","1,100",Sep-25,ROSEWOOD DRIVE,Resale,Strata,110,"11,845",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,11 to 15
THE WOODGROVE,"900,555",893.41,"1,008",Aug-25,WOODGROVE DRIVE,Resale,Strata,83,"10,850",-,Apartment,1,99 yrs lease commencing from 1996,25,Outside Central Region,06 to 10
NORWOOD GRAND,"2,739,000","1,334.74","2,052",Aug-25,CHAMPIONS WAY,New Sale,Strata,124,"22,089",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
THE WOODGROVE,"862,888",871.88,990,Aug-25,WOODGROVE DRIVE,Resale,Strata,81,"10,653",-,Apartment,1,99 yrs lease commencing from 1996,25,Outside Central Region,06 to 10
NORWOOD GRAND,"2,756,000","1,313.21","2,099",Aug-25,CHAMPIONS WAY,New Sale,Strata,122,"22,590",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
PARC ROSEWOOD,"845,000",602.78,"1,402",Aug-25,ROSEWOOD DRIVE,Resale,Strata,56,"15,089",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"663,000",430.56,"1,540",Aug-25,ROSEWOOD DRIVE,Resale,Strata,40,"16,575",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
CASABLANCA,"1,059,000",947.23,"1,118",Aug-25,ROSEWOOD DRIVE,Resale,Strata,88,"12,034",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,752,000","1,334.74","2,062",Aug-25,CHAMPIONS WAY,New Sale,Strata,124,"22,194",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
ROSEWOOD SUITES,"805,000",656.6,"1,226",Jul-25,ROSEWOOD DRIVE,Resale,Strata,61,"13,197",-,Condominium,1,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05
THE WOODGROVE,"843,000",871.88,967,Jul-25,WOODGROVE DRIVE,Resale,Strata,81,"10,407",-,Apartment,1,99 yrs lease commencing from 1996,25,Outside Central Region,06 to 10
PARC ROSEWOOD,"665,000",430.56,"1,545",Jul-25,ROSEWOOD DRIVE,Resale,Strata,40,"16,625",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,671,000","1,313.21","2,034",Jul-25,CHAMPIONS WAY,New Sale,Strata,122,"21,893",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
NORWOOD GRAND,"2,658,000","1,313.21","2,024",Jul-25,CHAMPIONS WAY,New Sale,Strata,122,"21,787",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
PARC ROSEWOOD,"815,000",581.26,"1,402",Jul-25,ROSEWOOD DRIVE,Resale,Strata,54,"15,093",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"650,000",430.56,"1,510",Jul-25,ROSEWOOD DRIVE,Resale,Strata,40,"16,250",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"650,000",430.56,"1,510",Jun-25,ROSEWOOD DRIVE,Resale,Strata,40,"16,250",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
WOODHAVEN,"988,000",731.95,"1,350",Jun-25,WOODGROVE AVENUE,Resale,Strata,68,"14,529",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"675,000",430.56,"1,568",Jun-25,ROSEWOOD DRIVE,Resale,Strata,40,"16,875",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"1,150,000","1,323.97",869,Jun-25,ROSEWOOD DRIVE,Resale,Strata,123,"9,350",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"668,000",430.56,"1,551",Jun-25,ROSEWOOD DRIVE,Resale,Strata,40,"16,700",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROSEWOOD,"1,928,000","2,152.8",896,Jun-25,ROSEWOOD DRIVE,Resale,Strata,200,"9,640",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,16 to 20
ROSEWOOD SUITES,"1,108,000","1,065.64","1,040",Jun-25,ROSEWOOD DRIVE,Resale,Strata,99,"11,192",-,Condominium,1,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05
CASABLANCA,"1,380,000","1,184.04","1,166",Jun-25,ROSEWOOD DRIVE,Resale,Strata,110,"12,545",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,11 to 15
NORWOOD GRAND,"2,720,000","1,313.21","2,071",Jun-25,CHAMPIONS WAY,New Sale,Strata,122,"22,295",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
WOODGROVE CONDOMINIUM,"1,240,000","1,237.86","1,002",May-25,WOODGROVE DRIVE,Resale,Strata,115,"10,783",-,Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
WOODGROVE CONDOMINIUM,"1,630,000","1,614.6","1,010",May-25,WOODGROVE DRIVE,Resale,Strata,150,"10,867",-,Condominium,1,99 yrs lease commencing from 1997,25,Outside Central Region,01 to 05
WOODHAVEN,"1,520,000","1,119.46","1,358",May-25,WOODGROVE AVENUE,Resale,Strata,104,"14,615",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"630,000",430.56,"1,463",May-25,ROSEWOOD DRIVE,Resale,Strata,40,"15,750",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
CASABLANCA,"1,320,000","1,194.8","1,105",May-25,ROSEWOOD DRIVE,Resale,Strata,111,"11,892",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,01 to 05
ROSEWOOD SUITES,"1,400,000","1,270.15","1,102",May-25,ROSEWOOD DRIVE,Resale,Strata,118,"11,864",-,Condominium,1,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"650,000",430.56,"1,510",May-25,ROSEWOOD DRIVE,Resale,Strata,40,"16,250",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
WOODHAVEN,"938,000",699.66,"1,341",Apr-25,WOODGROVE AVENUE,Resale,Strata,65,"14,431",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROSEWOOD SUITES,"1,488,000","1,550.02",960,Apr-25,ROSEWOOD DRIVE,Resale,Strata,144,"10,333",-,Condominium,1,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"668,000",505.91,"1,320",Apr-25,ROSEWOOD DRIVE,Resale,Strata,47,"14,213",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROSEWOOD,"1,085,000","1,011.82","1,072",Apr-25,ROSEWOOD DRIVE,Resale,Strata,94,"11,543",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,11 to 15
CASABLANCA,"1,288,000","1,184.04","1,088",Apr-25,ROSEWOOD DRIVE,Resale,Strata,110,"11,709",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,06 to 10
PARC ROSEWOOD,"1,585,000","1,765.3",898,Apr-25,ROSEWOOD DRIVE,Resale,Strata,164,"9,665",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"810,000",602.78,"1,344",Apr-25,ROSEWOOD DRIVE,Resale,Strata,56,"14,464",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
CASABLANCA,"1,010,000",893.41,"1,130",Apr-25,ROSEWOOD DRIVE,Resale,Strata,83,"12,169",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,06 to 10
PARC ROSEWOOD,"668,888",430.56,"1,554",Apr-25,ROSEWOOD DRIVE,Resale,Strata,40,"16,722",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"700,000",505.91,"1,384",Apr-25,ROSEWOOD DRIVE,Resale,Strata,47,"14,894",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"840,000",602.78,"1,394",Apr-25,ROSEWOOD DRIVE,Resale,Strata,56,"15,000",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROSEWOOD SUITES,"870,000",925.7,940,Apr-25,ROSEWOOD DRIVE,Resale,Strata,86,"10,116",-,Condominium,1,99 yrs lease commencing from 2008,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"870,000",807.3,"1,078",Apr-25,ROSEWOOD DRIVE,Resale,Strata,75,"11,600",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
WOODHAVEN,"1,086,000",850.36,"1,277",Mar-25,WOODGROVE AVENUE,Resale,Strata,79,"13,747",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"690,000",430.56,"1,603",Mar-25,ROSEWOOD DRIVE,Resale,Strata,40,"17,250",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROSEWOOD,"1,270,000","1,173.28","1,082",Mar-25,ROSEWOOD DRIVE,Resale,Strata,109,"11,651",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,06 to 10
PARC ROSEWOOD,"830,000",581.26,"1,428",Mar-25,ROSEWOOD DRIVE,Resale,Strata,54,"15,370",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"668,000",505.91,"1,320",Mar-25,ROSEWOOD DRIVE,Resale,Strata,47,"14,213",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
