Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
STIRLING RESIDENCES,"1,468,888",656.6,"2,237",Apr-26,STIRLING ROAD,Resale,Strata,61,"24,080",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
ARTRA,"2,750,000","1,044.11","2,634",Apr-26,ALEXANDRA VIEW,Resale,Strata,97,"28,351",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,36 to 40
AVENUE SOUTH RESIDENCE,"1,220,000",527.44,"2,313",Apr-26,SILAT AVENUE,Resale,Strata,49,"24,898",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,31 to 35
QUEENS PEAK,"965,000",430.56,"2,241",Apr-26,DUNDEE ROAD,Resale,Strata,40,"24,125",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,26 to 30
HIGHLINE RESIDENCES,"2,380,000",914.94,"2,601",Apr-26,KIM TIAN ROAD,Resale,Strata,85,"28,000",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
DOMAIN 21,"1,950,000",925.7,"2,107",Apr-26,DELTA ROAD,Resale,Strata,86,"22,674",-,Condominium,1,99 yrs lease commencing from 2004,03,Rest of Central Region,16 to 20
STIRLING RESIDENCES,"1,950,000",785.77,"2,482",Apr-26,STIRLING ROAD,Resale,Strata,73,"26,712",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,16 to 20
ONE PEARL BANK,"1,385,000",570.49,"2,428",Apr-26,PEARL BANK,Sub Sale,Strata,53,"26,132",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,31 to 35
ALEXIS,"1,260,000",828.83,"1,520",Apr-26,ALEXANDRA ROAD,Resale,Strata,77,"16,364",-,Apartment,1,Freehold,03,Rest of Central Region,06 to 10
ECHELON,"1,645,000",731.95,"2,247",Apr-26,ALEXANDRA VIEW,Resale,Strata,68,"24,191",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"2,600,000","1,054.87","2,465",Apr-26,STIRLING ROAD,Resale,Strata,98,"26,531",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
ZYON GRAND,"2,758,000",818.06,"3,371",Apr-26,KIM SENG ROAD,New Sale,Strata,76,"36,289",-,Apartment,1,99 yrs lease commencing from 2024,03,Rest of Central Region,51 to 55
QUEENS PEAK,"970,000",430.56,"2,253",Apr-26,DUNDEE ROAD,Resale,Strata,40,"24,250",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,16 to 20
HIGHLINE RESIDENCES,"2,370,000",914.94,"2,590",Apr-26,KIM TIAN ROAD,Resale,Strata,85,"27,882",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
ALEXIS,"1,070,000",624.31,"1,714",Apr-26,ALEXANDRA ROAD,Resale,Strata,58,"18,448",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
QUEENS PEAK,"1,700,000",775.01,"2,194",Apr-26,DUNDEE ROAD,Resale,Strata,72,"23,611",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"1,550,000",635.08,"2,441",Apr-26,STIRLING ROAD,Resale,Strata,59,"26,271",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
ZYON GRAND,"2,740,000",818.06,"3,349",Apr-26,KIM SENG ROAD,New Sale,Strata,76,"36,053",-,Apartment,1,99 yrs lease commencing from 2024,03,Rest of Central Region,46 to 50
CENTRAL GREEN CONDOMINIUM,"2,210,000","1,291.68","1,711",Apr-26,JALAN MEMBINA,Resale,Strata,120,"18,417",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"3,098,062","1,033.34","2,998",Apr-26,ZION PROMENADE,New Sale,Strata,96,"32,271",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,41 to 45
COMMONWEALTH TOWERS,"1,640,000",688.9,"2,381",Apr-26,COMMONWEALTH AVENUE,Resale,Strata,64,"25,625",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
ECHELON,"1,740,000",731.95,"2,377",Apr-26,ALEXANDRA VIEW,Resale,Strata,68,"25,588",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,16 to 20
AVENUE SOUTH RESIDENCE,"1,438,000",688.9,"2,087",Apr-26,SILAT AVENUE,Resale,Strata,64,"22,469",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"2,308,000",785.77,"2,937",Apr-26,ZION PROMENADE,New Sale,Strata,73,"31,616",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,11 to 15
STIRLING RESIDENCES,"1,450,000",624.31,"2,323",Apr-26,STIRLING ROAD,Resale,Strata,58,"25,000",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
HIGHLINE RESIDENCES,"1,680,000",635.08,"2,645",Apr-26,KIM TIAN ROAD,Resale,Strata,59,"28,475",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,26 to 30
STIRLING RESIDENCES,"1,490,000",656.6,"2,269",Apr-26,STIRLING ROAD,Resale,Strata,61,"24,426",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
THE METROPOLITAN CONDOMINIUM,"2,758,000","1,399.32","1,971",Apr-26,ALEXANDRA VIEW,Resale,Strata,130,"21,215",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,16 to 20
COMMONWEALTH TOWERS,"990,000",462.85,"2,139",Apr-26,COMMONWEALTH AVENUE,Resale,Strata,43,"23,023",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
STIRLING RESIDENCES,"2,320,000",882.65,"2,628",Apr-26,STIRLING ROAD,Resale,Strata,82,"28,293",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
ALEX RESIDENCES,"2,230,000",925.7,"2,409",Apr-26,ALEXANDRA VIEW,Resale,Strata,86,"25,930",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
ZYON GRAND,"2,770,000",818.06,"3,386",Apr-26,KIM SENG ROAD,New Sale,Strata,76,"36,447",-,Apartment,1,99 yrs lease commencing from 2024,03,Rest of Central Region,51 to 55
COMMONWEALTH TOWERS,"1,018,888",441.32,"2,309",Apr-26,COMMONWEALTH AVENUE,Resale,Strata,41,"24,851",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,41 to 45
ZYON GRAND,"2,355,000",721.19,"3,265",Apr-26,KIM SENG ROAD,New Sale,Strata,67,"35,149",-,Apartment,1,99 yrs lease commencing from 2024,03,Rest of Central Region,51 to 55
STIRLING RESIDENCES,"1,528,000",656.6,"2,327",Apr-26,STIRLING ROAD,Resale,Strata,61,"25,049",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
THE CREST,"2,550,000","1,302.44","1,958",Apr-26,PRINCE CHARLES CRESCENT,Resale,Strata,121,"21,074",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,11 to 15
STIRLING RESIDENCES,"1,538,000",635.08,"2,422",Apr-26,STIRLING ROAD,Resale,Strata,59,"26,068",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
ECHELON,"2,950,000","1,474.67","2,000",Apr-26,ALEXANDRA VIEW,Resale,Strata,137,"21,533",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
MARGARET VILLE,"1,575,000",699.66,"2,251",Apr-26,MARGARET DRIVE,Resale,Strata,65,"24,231",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,16 to 20
STIRLING RESIDENCES,"2,380,888",893.41,"2,665",Apr-26,STIRLING ROAD,Resale,Strata,83,"28,685",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,16 to 20
AVENUE SOUTH RESIDENCE,"3,010,000","1,302.44","2,311",Apr-26,SILAT AVENUE,Resale,Strata,121,"24,876",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,56 to 60
RIVIERE,"2,308,888",818.06,"2,822",Apr-26,JIAK KIM STREET,Resale,Strata,76,"30,380",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,01 to 05
PROMENADE PEAK,"3,980,700","1,162.51","3,424",Apr-26,ZION PROMENADE,New Sale,Strata,108,"36,858",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,56 to 60
AVENUE SOUTH RESIDENCE,"1,360,000",656.6,"2,071",Apr-26,SILAT AVENUE,Resale,Strata,61,"22,295",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,01 to 05
COMMONWEALTH TOWERS,"1,715,000",796.54,"2,153",Apr-26,COMMONWEALTH AVENUE,Resale,Strata,74,"23,176",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
TANGLIN VIEW,"2,800,000","1,463.9","1,913",Apr-26,PRINCE CHARLES CRESCENT,Resale,Strata,136,"20,588",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,16 to 20
STIRLING RESIDENCES,"1,052,000",441.32,"2,384",Apr-26,STIRLING ROAD,Resale,Strata,41,"25,659",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
RIVER PLACE,"1,480,000",796.54,"1,858",Apr-26,HAVELOCK ROAD,Resale,Strata,74,"20,000",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,06 to 10
PROMENADE PEAK,"5,261,700","1,582.31","3,325",Apr-26,ZION PROMENADE,New Sale,Strata,147,"35,794",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,46 to 50
HIGHLINE RESIDENCES,"2,860,000","1,076.4","2,657",Apr-26,KIM TIAN ROAD,Resale,Strata,100,"28,600",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
HIGHLINE RESIDENCES,"2,549,600","1,151.75","2,214",Apr-26,KIM TIAN ROAD,Resale,Strata,107,"23,828",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,520,000",624.31,"2,435",Apr-26,STIRLING ROAD,Resale,Strata,58,"26,207",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
MARGARET VILLE,"2,401,680",968.76,"2,479",Apr-26,MARGARET DRIVE,Resale,Strata,90,"26,685",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
PROMENADE PEAK,"2,384,400",785.77,"3,034",Apr-26,ZION PROMENADE,New Sale,Strata,73,"32,663",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,16 to 20
STIRLING RESIDENCES,"1,720,000",688.9,"2,497",Apr-26,STIRLING ROAD,Resale,Strata,64,"26,875",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,16 to 20
AVENUE SOUTH RESIDENCE,"1,482,888",656.6,"2,258",Apr-26,SILAT AVENUE,Resale,Strata,61,"24,310",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,26 to 30
QUEENS PEAK,"1,988,000",947.23,"2,099",Apr-26,DUNDEE ROAD,Resale,Strata,88,"22,591",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,16 to 20
RIVER PLACE,"2,300,000","1,291.68","1,781",Apr-26,HAVELOCK ROAD,Resale,Strata,120,"19,167",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,502,888",656.6,"2,289",Apr-26,STIRLING ROAD,Resale,Strata,61,"24,638",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
PROMENADE PEAK,"4,972,700","1,420.85","3,500",Mar-26,ZION PROMENADE,New Sale,Strata,132,"37,672",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,51 to 55
AVENUE SOUTH RESIDENCE,"2,830,000","1,108.69","2,553",Mar-26,SILAT AVENUE,Resale,Strata,103,"27,476",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,41 to 45
ALEX RESIDENCES,"1,010,000",473.62,"2,133",Mar-26,ALEXANDRA VIEW,Resale,Strata,44,"22,955",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
EMERALD PARK,"1,420,000",925.7,"1,534",Mar-26,INDUS ROAD,Resale,Strata,86,"16,512",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,01 to 05
ALEX RESIDENCES,"955,000",473.62,"2,016",Mar-26,ALEXANDRA VIEW,Resale,Strata,44,"21,705",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
AVENUE SOUTH RESIDENCE,"2,600,000","1,108.69","2,345",Mar-26,SILAT AVENUE,Resale,Strata,103,"25,243",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,16 to 20
THE LANDMARK,"1,060,000",495.14,"2,141",Mar-26,CHIN SWEE ROAD,Sub Sale,Strata,46,"23,043",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,01 to 05
ALEX RESIDENCES,"970,000",473.62,"2,048",Mar-26,ALEXANDRA VIEW,Resale,Strata,44,"22,045",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
STIRLING RESIDENCES,"1,495,000",635.08,"2,354",Mar-26,STIRLING ROAD,Resale,Strata,59,"25,339",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,21 to 25
AVENUE SOUTH RESIDENCE,"1,650,000",688.9,"2,395",Mar-26,SILAT AVENUE,Resale,Strata,64,"25,781",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,26 to 30
COMMONWEALTH TOWERS,"1,050,000",473.62,"2,217",Mar-26,COMMONWEALTH AVENUE,Resale,Strata,44,"23,864",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,36 to 40
HIGHLINE RESIDENCES,"2,190,000",882.65,"2,481",Mar-26,KIM TIAN ROAD,Resale,Strata,82,"26,707",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
COMMONWEALTH TOWERS,"1,030,000",441.32,"2,334",Mar-26,COMMONWEALTH AVENUE,Resale,Strata,41,"25,122",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
STIRLING RESIDENCES,"1,740,000",882.65,"1,971",Mar-26,STIRLING ROAD,Resale,Strata,82,"21,220",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
STIRLING RESIDENCES,"2,340,000",893.41,"2,619",Mar-26,STIRLING ROAD,Resale,Strata,83,"28,193",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
AVENUE SOUTH RESIDENCE,"3,500,000","1,496.2","2,339",Mar-26,SILAT AVENUE,Resale,Strata,139,"25,180",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,41 to 45
THE CREST,"1,630,000",828.83,"1,967",Mar-26,PRINCE CHARLES CRESCENT,Resale,Strata,77,"21,169",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,21 to 25
PENRITH,"3,935,000","1,280.92","3,072",Mar-26,MARGARET DRIVE,New Sale,Strata,119,"33,067",-,Apartment,1,99 yrs lease commencing from 2024,03,Rest of Central Region,36 to 40
PRINCIPAL GARDEN,"2,905,000","1,076.4","2,699",Mar-26,PRINCE CHARLES CRESCENT,Resale,Strata,100,"29,050",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,16 to 20
STIRLING RESIDENCES,"1,457,888",656.6,"2,220",Mar-26,STIRLING ROAD,Resale,Strata,61,"23,900",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
COMMONWEALTH TOWERS,"940,000",462.85,"2,031",Mar-26,COMMONWEALTH AVENUE,Resale,Strata,43,"21,860",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
PRINCIPAL GARDEN,"1,608,000",764.24,"2,104",Mar-26,PRINCE CHARLES CRESCENT,Resale,Strata,71,"22,648",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"3,228,000","1,033.34","3,124",Mar-26,ZION PROMENADE,New Sale,Strata,96,"33,625",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,36 to 40
PRINCIPAL GARDEN,"1,800,000",807.3,"2,230",Mar-26,PRINCE CHARLES CRESCENT,Resale,Strata,75,"24,000",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
ALEX RESIDENCES,"1,580,000",678.13,"2,330",Mar-26,ALEXANDRA VIEW,Resale,Strata,63,"25,079",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,26 to 30
AVENUE SOUTH RESIDENCE,"980,000",527.44,"1,858",Mar-26,SILAT AVENUE,Resale,Strata,49,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,21 to 25
STIRLING RESIDENCES,"1,090,000",441.32,"2,470",Mar-26,STIRLING ROAD,Resale,Strata,41,"26,585",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,11 to 15
THE CREST,"1,380,000",699.66,"1,972",Mar-26,PRINCE CHARLES CRESCENT,Resale,Strata,65,"21,231",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,11 to 15
PROMENADE PEAK,"4,117,900","1,194.8","3,447",Mar-26,ZION PROMENADE,New Sale,Strata,111,"37,098",-,Condominium,1,99 yrs lease commencing from 2024,03,Rest of Central Region,56 to 60
STIRLING RESIDENCES,"2,868,000","1,054.87","2,719",Mar-26,STIRLING ROAD,Resale,Strata,98,"29,265",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
THE CREST,"3,380,000","1,657.66","2,039",Mar-26,PRINCE CHARLES CRESCENT,Resale,Strata,154,"21,948",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
RIVIERE,"2,425,000",818.06,"2,964",Mar-26,JIAK KIM STREET,Resale,Strata,76,"31,908",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,06 to 10
