Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
NEWPORT RESIDENCES,"1,698,000",581.26,"2,921",Mar-26,ANSON ROAD,New Sale,Strata,54,"31,444",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,719,000",581.26,"2,957",Mar-26,ANSON ROAD,New Sale,Strata,54,"31,833",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"2,116,000",753.48,"2,808",Mar-26,ANSON ROAD,New Sale,Strata,70,"30,229",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"1,381,000",452.09,"3,055",Mar-26,ANSON ROAD,New Sale,Strata,42,"32,881",-,Apartment,1,Freehold,02,Core Central Region,31 to 35
NEWPORT RESIDENCES,"1,359,000",430.56,"3,156",Mar-26,ANSON ROAD,New Sale,Strata,40,"33,975",-,Apartment,1,Freehold,02,Core Central Region,31 to 35
NEWPORT RESIDENCES,"1,490,000",473.62,"3,146",Mar-26,ANSON ROAD,New Sale,Strata,44,"33,864",-,Apartment,1,Freehold,02,Core Central Region,36 to 40
ICON,"1,100,000",581.26,"1,892",Mar-26,GOPENG STREET,Resale,Strata,54,"20,370",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,16 to 20
NEWPORT RESIDENCES,"2,714,000",925.7,"2,932",Mar-26,ANSON ROAD,New Sale,Strata,86,"31,558",-,Apartment,1,Freehold,02,Core Central Region,31 to 35
NEWPORT RESIDENCES,"2,725,000",925.7,"2,944",Mar-26,ANSON ROAD,New Sale,Strata,86,"31,686",-,Apartment,1,Freehold,02,Core Central Region,31 to 35
NEWPORT RESIDENCES,"3,717,000","1,205.57","3,083",Mar-26,ANSON ROAD,New Sale,Strata,112,"33,188",-,Apartment,1,Freehold,02,Core Central Region,36 to 40
ONE BERNAM,"1,888,888",731.95,"2,581",Mar-26,BERNAM STREET,Sub Sale,Strata,68,"27,778",-,Apartment,1,99 yrs lease commencing from 2019,02,Core Central Region,11 to 15
NEWPORT RESIDENCES,"1,387,000",452.09,"3,068",Mar-26,ANSON ROAD,New Sale,Strata,42,"33,024",-,Apartment,1,Freehold,02,Core Central Region,31 to 35
NEWPORT RESIDENCES,"3,595,000","1,205.57","2,982",Mar-26,ANSON ROAD,New Sale,Strata,112,"32,098",-,Apartment,1,Freehold,02,Core Central Region,31 to 35
SKYSUITES@ANSON,"1,530,000",699.66,"2,187",Feb-26,ENGGOR STREET,Resale,Strata,65,"23,538",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"1,381,000",452.09,"3,055",Feb-26,ANSON ROAD,New Sale,Strata,42,"32,881",-,Apartment,1,Freehold,02,Core Central Region,31 to 35
NEWPORT RESIDENCES,"1,375,000",452.09,"3,041",Feb-26,ANSON ROAD,New Sale,Strata,42,"32,738",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"2,662,000",818.06,"3,254",Feb-26,ANSON ROAD,New Sale,Strata,76,"35,026",-,Apartment,1,Freehold,02,Core Central Region,41 to 45
SKYSUITES@ANSON,"1,446,000",699.66,"2,067",Feb-26,ENGGOR STREET,Resale,Strata,65,"22,246",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,11 to 15
NEWPORT RESIDENCES,"1,548,000",495.14,"3,126",Feb-26,ANSON ROAD,New Sale,Strata,46,"33,652",-,Apartment,1,Freehold,02,Core Central Region,31 to 35
NEWPORT RESIDENCES,"1,345,000",452.09,"2,975",Feb-26,ANSON ROAD,New Sale,Strata,42,"32,024",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,761,000",581.26,"3,030",Feb-26,ANSON ROAD,New Sale,Strata,54,"32,611",-,Apartment,1,Freehold,02,Core Central Region,31 to 35
ICON,"1,550,000",914.94,"1,694",Feb-26,GOPENG STREET,Resale,Strata,85,"18,235",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,11 to 15
NEWPORT RESIDENCES,"2,828,000",925.7,"3,055",Feb-26,ANSON ROAD,New Sale,Strata,86,"32,884",-,Apartment,1,Freehold,02,Core Central Region,36 to 40
NEWPORT RESIDENCES,"1,369,000",452.09,"3,028",Feb-26,ANSON ROAD,New Sale,Strata,42,"32,595",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"1,353,000",430.56,"3,142",Feb-26,ANSON ROAD,New Sale,Strata,40,"33,825",-,Apartment,1,Freehold,02,Core Central Region,31 to 35
NEWPORT RESIDENCES,"3,478,000","1,205.57","2,885",Feb-26,ANSON ROAD,New Sale,Strata,112,"31,054",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"2,132,000",753.48,"2,830",Feb-26,ANSON ROAD,New Sale,Strata,70,"30,457",-,Apartment,1,Freehold,02,Core Central Region,31 to 35
NEWPORT RESIDENCES,"1,568,000",495.14,"3,167",Feb-26,ANSON ROAD,New Sale,Strata,46,"34,087",-,Apartment,1,Freehold,02,Core Central Region,36 to 40
SPOTTISWOODE PARK,"1,100,000","1,270.15",866,Feb-26,SPOTTISWOODE PARK ROAD,Resale,Strata,118,"9,322",-,Apartment,1,99 yrs lease commencing from 1976,02,Rest of Central Region,11 to 15
NEWPORT RESIDENCES,"2,084,000",753.48,"2,766",Feb-26,ANSON ROAD,New Sale,Strata,70,"29,771",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"3,747,000","1,205.57","3,108",Feb-26,ANSON ROAD,New Sale,Strata,112,"33,455",-,Apartment,1,Freehold,02,Core Central Region,36 to 40
NEWPORT RESIDENCES,"4,469,000","1,227.1","3,642",Feb-26,ANSON ROAD,New Sale,Strata,114,"39,202",-,Apartment,1,Freehold,02,Core Central Region,41 to 45
NEWPORT RESIDENCES,"1,713,000",581.26,"2,947",Feb-26,ANSON ROAD,New Sale,Strata,54,"31,722",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,536,000",495.14,"3,102",Feb-26,ANSON ROAD,New Sale,Strata,46,"33,391",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"2,057,000",645.84,"3,185",Feb-26,ANSON ROAD,New Sale,Strata,60,"34,283",-,Apartment,1,Freehold,02,Core Central Region,41 to 45
NEWPORT RESIDENCES,"4,348,000","1,227.1","3,543",Feb-26,ANSON ROAD,New Sale,Strata,114,"38,140",-,Apartment,1,Freehold,02,Core Central Region,36 to 40
NEWPORT RESIDENCES,"2,802,000",925.7,"3,027",Feb-26,ANSON ROAD,New Sale,Strata,86,"32,581",-,Apartment,1,Freehold,02,Core Central Region,36 to 40
NEWPORT RESIDENCES,"3,732,000","1,205.57","3,096",Feb-26,ANSON ROAD,New Sale,Strata,112,"33,321",-,Apartment,1,Freehold,02,Core Central Region,36 to 40
NEWPORT RESIDENCES,"4,523,000","1,227.1","3,686",Feb-26,ANSON ROAD,New Sale,Strata,114,"39,675",-,Apartment,1,Freehold,02,Core Central Region,41 to 45
ICON,"1,030,000",581.26,"1,772",Feb-26,GOPENG STREET,Resale,Strata,54,"19,074",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,11 to 15
NEWPORT RESIDENCES,"1,347,000",430.56,"3,128",Feb-26,ANSON ROAD,New Sale,Strata,40,"33,675",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"2,069,000",645.84,"3,204",Feb-26,ANSON ROAD,New Sale,Strata,60,"34,483",-,Apartment,1,Freehold,02,Core Central Region,41 to 45
SPOTTISWOODE SUITES,"1,038,000",441.32,"2,352",Feb-26,SPOTTISWOODE PARK ROAD,Resale,Strata,41,"25,317",-,Apartment,1,Freehold,02,Rest of Central Region,26 to 30
SKY EVERTON,"1,868,000",624.31,"2,992",Feb-26,EVERTON ROAD,Resale,Strata,58,"32,207",-,Apartment,1,Freehold,02,Rest of Central Region,21 to 25
NEWPORT RESIDENCES,"1,369,000",452.09,"3,028",Feb-26,ANSON ROAD,New Sale,Strata,42,"32,595",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"2,789,000",925.7,"3,013",Feb-26,ANSON ROAD,New Sale,Strata,86,"32,430",-,Apartment,1,Freehold,02,Core Central Region,31 to 35
NEWPORT RESIDENCES,"1,716,000",581.26,"2,952",Feb-26,ANSON ROAD,New Sale,Strata,54,"31,778",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"1,372,000",473.62,"2,897",Feb-26,ANSON ROAD,New Sale,Strata,44,"31,182",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"2,681,000",925.7,"2,896",Feb-26,ANSON ROAD,New Sale,Strata,86,"31,174",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"1,978,000",645.84,"3,063",Feb-26,ANSON ROAD,New Sale,Strata,60,"32,967",-,Apartment,1,Freehold,02,Core Central Region,36 to 40
NEWPORT RESIDENCES,"2,596,000",710.42,"3,654",Feb-26,ANSON ROAD,New Sale,Strata,66,"39,333",-,Apartment,1,Freehold,02,Core Central Region,36 to 40
NEWPORT RESIDENCES,"1,509,000",473.62,"3,186",Feb-26,ANSON ROAD,New Sale,Strata,44,"34,295",-,Apartment,1,Freehold,02,Core Central Region,41 to 45
NEWPORT RESIDENCES,"2,328,000",710.42,"3,277",Jan-26,ANSON ROAD,New Sale,Strata,66,"35,273",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,698,000",581.26,"2,921",Jan-26,ANSON ROAD,New Sale,Strata,54,"31,444",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"2,338,000",818.06,"2,858",Jan-26,ANSON ROAD,New Sale,Strata,76,"30,763",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,326,000",452.09,"2,933",Jan-26,ANSON ROAD,New Sale,Strata,42,"31,571",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,326,000",452.09,"2,933",Jan-26,ANSON ROAD,New Sale,Strata,42,"31,571",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"2,068,000",753.48,"2,745",Jan-26,ANSON ROAD,New Sale,Strata,70,"29,543",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,298,000",430.56,"3,015",Jan-26,ANSON ROAD,New Sale,Strata,40,"32,450",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,336,000",473.62,"2,821",Jan-26,ANSON ROAD,New Sale,Strata,44,"30,364",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"2,588,000",925.7,"2,796",Jan-26,ANSON ROAD,New Sale,Strata,86,"30,093",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,478,000",495.14,"2,985",Jan-26,ANSON ROAD,New Sale,Strata,46,"32,130",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"2,361,000",710.42,"3,323",Jan-26,ANSON ROAD,New Sale,Strata,66,"35,773",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"2,349,000",818.06,"2,871",Jan-26,ANSON ROAD,New Sale,Strata,76,"30,908",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,332,000",452.09,"2,946",Jan-26,ANSON ROAD,New Sale,Strata,42,"31,714",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,332,000",452.09,"2,946",Jan-26,ANSON ROAD,New Sale,Strata,42,"31,714",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,304,000",430.56,"3,029",Jan-26,ANSON ROAD,New Sale,Strata,40,"32,600",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,342,000",473.62,"2,834",Jan-26,ANSON ROAD,New Sale,Strata,44,"30,500",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"2,599,000",925.7,"2,808",Jan-26,ANSON ROAD,New Sale,Strata,86,"30,221",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,484,000",495.14,"2,997",Jan-26,ANSON ROAD,New Sale,Strata,46,"32,261",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"2,346,000",710.42,"3,302",Jan-26,ANSON ROAD,New Sale,Strata,66,"35,545",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"2,360,000",818.06,"2,885",Jan-26,ANSON ROAD,New Sale,Strata,76,"31,053",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,338,000",452.09,"2,960",Jan-26,ANSON ROAD,New Sale,Strata,42,"31,857",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,310,000",430.56,"3,043",Jan-26,ANSON ROAD,New Sale,Strata,40,"32,750",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,348,000",473.62,"2,846",Jan-26,ANSON ROAD,New Sale,Strata,44,"30,636",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"2,068,000",688.9,"3,002",Jan-26,ANSON ROAD,New Sale,Strata,64,"32,313",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"2,050,000",678.13,"3,023",Jan-26,ANSON ROAD,New Sale,Strata,63,"32,540",-,Apartment,1,Freehold,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"2,379,000",710.42,"3,349",Jan-26,ANSON ROAD,New Sale,Strata,66,"36,045",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"2,371,000",818.06,"2,898",Jan-26,ANSON ROAD,New Sale,Strata,76,"31,197",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"1,344,000",452.09,"2,973",Jan-26,ANSON ROAD,New Sale,Strata,42,"32,000",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"1,344,000",452.09,"2,973",Jan-26,ANSON ROAD,New Sale,Strata,42,"32,000",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"1,316,000",430.56,"3,056",Jan-26,ANSON ROAD,New Sale,Strata,40,"32,900",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"1,354,000",473.62,"2,859",Jan-26,ANSON ROAD,New Sale,Strata,44,"30,773",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"2,077,000",688.9,"3,015",Jan-26,ANSON ROAD,New Sale,Strata,64,"32,453",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"2,058,000",678.13,"3,035",Jan-26,ANSON ROAD,New Sale,Strata,63,"32,667",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"2,364,000",710.42,"3,328",Jan-26,ANSON ROAD,New Sale,Strata,66,"35,818",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"2,382,000",818.06,"2,912",Jan-26,ANSON ROAD,New Sale,Strata,76,"31,342",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"1,350,000",452.09,"2,986",Jan-26,ANSON ROAD,New Sale,Strata,42,"32,143",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"1,350,000",452.09,"2,986",Jan-26,ANSON ROAD,New Sale,Strata,42,"32,143",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
NEWPORT RESIDENCES,"1,322,000",430.56,"3,070",Jan-26,ANSON ROAD,New Sale,Strata,40,"33,050",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
