Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
RESIDENTIAL APARTMENTS,"1,969,000","1,302.44","1,512",May-26,KING GEORGE'S AVENUE,Resale,Strata,121,"16,273",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
RESIDENTIAL APARTMENTS,"1,969,000","1,334.74","1,475",May-26,KING GEORGE'S AVENUE,Resale,Strata,124,"15,879",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
PICCADILLY GRAND,"1,700,000",678.13,"2,507",May-26,NORTHUMBERLAND ROAD,Sub Sale,Strata,63,"26,984",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
WU DE BUILDING,"1,600,000","1,259.39","1,270",May-26,BEATTY ROAD,Resale,Strata,117,"13,675",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
PARC SOMME,"666,000",344.45,"1,934",May-26,SOMME ROAD,Resale,Strata,32,"20,813",-,Apartment,1,99 yrs lease commencing from 2008,08,Rest of Central Region,01 to 05
UPTOWN @ FARRER,"1,370,000",699.66,"1,958",May-26,PERUMAL ROAD,Resale,Strata,65,"21,077",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"1,720,000",710.42,"2,421",May-26,NORTHUMBERLAND ROAD,New Sale,Strata,66,"26,061",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,01 to 05
UPTOWN @ FARRER,"998,000",527.44,"1,892",May-26,PERUMAL ROAD,Resale,Strata,49,"20,367",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,16 to 20
PRISTINE HEIGHTS,"2,280,000","1,356.26","1,681",May-26,MERGUI ROAD,Resale,Strata,126,"18,095",-,Apartment,1,Freehold,08,Rest of Central Region,11 to 15
CITYSCAPE @FARRER PARK,"1,810,000","1,076.4","1,682",May-26,MERGUI ROAD,Resale,Strata,100,"18,100",-,Condominium,1,Freehold,08,Rest of Central Region,21 to 25
KENTISH LODGE,"1,370,000","1,140.98","1,201",May-26,OXFORD ROAD,Resale,Strata,106,"12,925",-,Apartment,1,99 yrs lease commencing from 1995,08,Rest of Central Region,01 to 05
CITYLIGHTS,"1,810,000",893.41,"2,026",May-26,JELLICOE ROAD,Resale,Strata,83,"21,807",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,16 to 20
THE RANZ,"1,648,000",731.95,"2,252",May-26,RANGOON ROAD,Resale,Strata,68,"24,235",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
JOOL SUITES,"900,000",613.55,"1,467",May-26,SING JOO WALK,Resale,Strata,57,"15,789",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
PARC SOMME,"675,000",355.21,"1,900",May-26,SOMME ROAD,Resale,Strata,33,"20,455",-,Apartment,1,99 yrs lease commencing from 2008,08,Rest of Central Region,01 to 05
KERRISDALE,"2,058,000","1,270.15","1,620",May-26,STURDEE ROAD,Resale,Strata,118,"17,441",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"2,650,000","1,097.93","2,414",May-26,NORTHUMBERLAND ROAD,Sub Sale,Strata,102,"25,980",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
RESIDENTIAL APARTMENTS,"2,100,000","1,536.02","1,367",Apr-26,JOO AVENUE,Resale,Strata,142.7,"14,716",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
RANGOON VIEW,"1,700,000","1,334.74","1,274",Apr-26,RANGOON ROAD,Resale,Strata,124,"13,710",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
MERA SPRINGS,"2,540,000","1,227.1","2,070",Apr-26,CARLISLE ROAD,Resale,Strata,114,"22,281",-,Condominium,1,Freehold,08,Rest of Central Region,16 to 20
