Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
EDEN RESIDENCES CAPITOL,"10,050,000","3,003.16","3,346",Mar-26,STAMFORD ROAD,Resale,Strata,279,"36,022",-,Apartment,1,99 yrs lease commencing from 2011,06,Core Central Region,06 to 10
CANNINGHILL PIERS,"2,480,000",828.83,"2,992",Nov-25,CLARKE QUAY,Sub Sale,Strata,77,"32,208",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,16 to 20
CANNINGHILL PIERS,"6,280,000","1,754.53","3,579",Nov-25,CLARKE QUAY,New Sale,Strata,163,"38,528",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,26 to 30
CANNINGHILL PIERS,"3,512,000","1,130.22","3,107",Nov-25,CLARKE QUAY,New Sale,Strata,105,"33,448",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,06 to 10
CANNINGHILL PIERS,"4,480,000","1,313.21","3,411",Oct-25,CLARKE QUAY,Sub Sale,Strata,122,"36,721",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,21 to 25
EDEN RESIDENCES CAPITOL,"7,441,000","2,303.5","3,230",Oct-25,STAMFORD ROAD,Resale,Strata,214,"34,771",-,Apartment,1,99 yrs lease commencing from 2011,06,Core Central Region,01 to 05
CANNINGHILL PIERS,"1,230,000",409.03,"3,007",Sep-25,CLARKE QUAY,Sub Sale,Strata,38,"32,368",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,31 to 35
CANNINGHILL PIERS,"3,638,000","1,130.22","3,219",Sep-25,CLARKE QUAY,New Sale,Strata,105,"34,648",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,11 to 15
CANNINGHILL PIERS,"7,604,000","2,787.88","2,728",Sep-25,CLARKE QUAY,New Sale,Strata,259,"29,359",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,41 to 45
CANNINGHILL PIERS,"8,000,000","2,873.99","2,784",Aug-25,CLARKE QUAY,New Sale,Strata,267,"29,963",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,46 to 50
CANNINGHILL PIERS,"8,120,000","2,873.99","2,825",Aug-25,CLARKE QUAY,New Sale,Strata,267,"30,412",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,46 to 50
CANNINGHILL PIERS,"3,080,000",882.65,"3,489",Aug-25,CLARKE QUAY,Sub Sale,Strata,82,"37,561",-,Apartment,1,99 yrs lease commencing from 2021,06,Rest of Central Region,16 to 20
